year,Zip Code,Highest Offense Description,Reports
2016,78731,Motor Vehicle Theft,19
2016,78731,Other,645
2016,78731,Robbery,4
2016,78731,Sexual Assault,9
2016,78731,Theft,194
2016,78732,Other,11
2016,78732,Theft,1
2016,78733,Other,26
2016,78734,Other,3
2016,78735,Aggravated Assault,73
2016,78735,Arson,1
2016,78735,Burglary,135
2016,78735,Motor Vehicle Theft,7
2016,78735,Other,462
2016,78735,Robbery,1
2016,78735,Sexual Assault,12
2016,78735,Theft,147
2016,78736,Aggravated Assault,20
2016,78736,Burglary,70
2016,78736,Motor Vehicle Theft,3
2016,78736,Other,156
2016,78736,Sexual Assault,1
2016,78736,Theft,42
2016,78737,Aggravated Assault,1
2016,78737,Other,7
2016,78737,Theft,1
2016,78738,Aggravated Assault,1
2016,78738,Other,1
2016,78739,Aggravated Assault,19
2016,78739,Burglary,97
2016,78739,Motor Vehicle Theft,6
2016,78739,Other,203
2016,78739,Sexual Assault,4
2016,78739,Theft,40
2016,78741,Aggravated Assault,1184
2016,78741,Arson,4
2016,78741,Burglary,1307
2016,78741,Motor Vehicle Theft,243
2016,78741,Murder,3
2016,78741,Other,5459
2016,78741,Robbery,138
2016,78741,Sexual Assault,119
2016,78741,Theft,1460
2016,78742,Aggravated Assault,26
2016,78742,Burglary,22
2016,78742,Motor Vehicle Theft,3
2016,78742,Other,92
2016,78742,Robbery,1
2016,78742,Sexual Assault,2
2016,78742,Theft,27
2016,78744,Aggravated Assault,773
2016,78744,Arson,7
2016,78744,Burglary,785
2016,78744,Manslaughter,1
2016,78744,Motor Vehicle Theft,124
2016,78744,Other,3945
2016,78744,Robbery,40
2016,78744,Sexual Assault,79
2016,78744,Theft,803
2016,78745,Aggravated Assault,732
2016,78745,Arson,6
2016,78745,Burglary,914
2016,78745,Manslaughter,2
2016,78745,Motor Vehicle Theft,139
2016,78745,Murder,1
2016,78745,Other,4194
2016,78745,Robbery,47
2016,78745,Sexual Assault,65
2016,78745,Theft,1002
2016,78746,Aggravated Assault,61
2016,78746,Burglary,258
2016,78746,Motor Vehicle Theft,37
2016,78746,Other,742
2016,78746,Robbery,6
2016,78746,Sexual Assault,8
2016,78746,Theft,515
2016,78747,Aggravated Assault,87
2016,78747,Burglary,117
2016,78747,Motor Vehicle Theft,22
2016,78747,Murder,1
2016,78747,Other,505
2016,78747,Robbery,1
2016,78747,Sexual Assault,6
2016,78747,Theft,66
2016,78748,Aggravated Assault,318
2016,78748,Arson,1
2016,78748,Burglary,458
2016,78748,Motor Vehicle Theft,75
2016,78748,Other,2093
2016,78748,Robbery,20
2016,78748,Sexual Assault,46
2016,78748,Theft,769
2016,78749,Aggravated Assault,145
2016,78749,Burglary,283
2016,78749,Motor Vehicle Theft,26
2016,78749,Murder,1
2016,78749,Other,1106
2016,78749,Robbery,5
2016,78749,Sexual Assault,13
2016,78749,Theft,441
2016,78750,Aggravated Assault,110
2016,78750,Burglary,166
2016,78750,Motor Vehicle Theft,11
2016,78750,Other,780
2016,78750,Robbery,6
2016,78750,Sexual Assault,20
2016,78750,Theft,139
2016,78751,Aggravated Assault,1036
2016,78751,Burglary,311
2016,78751,Motor Vehicle Theft,42
2016,78751,Other,1045
2016,78751,Robbery,21
2016,78751,Sexual Assault,41
2016,78751,Theft,516
2016,78752,Aggravated Assault,451
2016,78752,Arson,5
2016,78752,Burglary,554
2016,78752,Motor Vehicle Theft,75
2016,78752,Murder,2
2016,78752,Other,1935
2016,78752,Robbery,62
2016,78752,Sexual Assault,48
2016,78752,Theft,476
2016,78753,Aggravated Assault,930
2016,78753,Arson,9
2016,78753,Burglary,1014
2016,78753,Motor Vehicle Theft,172
2016,78753,Murder,4
2016,78753,Other,4863
2016,78753,Robbery,106
2016,78753,Sexual Assault,90
2016,78753,Theft,1620
2016,78754,Aggravated Assault,141
2016,78754,Burglary,180
2016,78754,Motor Vehicle Theft,22
2016,78754,Murder,1
2016,78754,Other,727
2016,78754,Robbery,3
2016,78754,Sexual Assault,13
2016,78754,Theft,173
2016,78756,Aggravated Assault,71
2016,78756,Burglary,131
2016,78756,Motor Vehicle Theft,10
2016,78756,Other,413
2016,78756,Robbery,4
2016,78756,Sexual Assault,11
2016,78756,Theft,172
2016,78757,Aggravated Assault,223
2016,78757,Arson,1
2016,78757,Burglary,449
2016,78757,Motor Vehicle Theft,52
2016,78757,Other,1232
2016,78757,Robbery,19
2016,78757,Sexual Assault,27
2016,78757,Theft,526
2016,78758,Aggravated Assault,874
2016,78758,Arson,8
2016,78758,Burglary,905
2016,78758,Motor Vehicle Theft,158
2016,78758,Murder,4
2016,78758,Other,4799
2016,78758,Robbery,107
2016,78758,Sexual Assault,116
2016,78758,Theft,1101
2016,78759,Aggravated Assault,203
2016,78759,Arson,1
2016,78759,Burglary,491
2016,78759,Motor Vehicle Theft,38
2016,78759,Other,1617
2016,78759,Robbery,15
2016,78759,Sexual Assault,28
2016,78759,Theft,627
2017,78610,Other,4
2017,78613,Aggravated Assault,37
2017,78613,Burglary,68
2017,78613,Motor Vehicle Theft,6
2017,78613,Other,161
2017,78613,Robbery,1
2017,78613,Sexual Assault,6
2017,78613,Theft,236
2017,78617,Aggravated Assault,166
2017,78617,Arson,1
2017,78617,Burglary,105
2017,78617,Motor Vehicle Theft,19
2017,78617,Other,625
2017,78617,Robbery,9
2017,78617,Sexual Assault,15
2017,78617,Theft,78
2017,78641,Other,1
2017,78652,Aggravated Assault,5
2017,78652,Burglary,6
2017,78652,Motor Vehicle Theft,1
2017,78652,Other,29
2017,78652,Sexual Assault,2
2017,78652,Theft,2
2017,78653,Aggravated Assault,14
2017,78653,Arson,1
2017,78653,Burglary,20
2017,78653,Motor Vehicle Theft,2
2017,78653,Other,70
2017,78653,Sexual Assault,1
2017,78653,Theft,16
2017,78660,Aggravated Assault,63
2017,78660,Burglary,67
2017,78660,Motor Vehicle Theft,8
2017,78660,Other,212
2017,78660,Robbery,3
2017,78660,Sexual Assault,8
2017,78660,Theft,122
2017,78664,Aggravated Assault,1
2017,78664,Other,1
2017,78681,Aggravated Assault,2
2017,78681,Other,9
2017,78681,Sexual Assault,1
2017,78701,Aggravated Assault,1057
2017,78701,Arson,2
2017,78701,Burglary,425
2017,78701,Manslaughter,1
2017,78701,Motor Vehicle Theft,63
2017,78701,Other,5467
2017,78701,Robbery,52
2017,78701,Sexual Assault,100
2017,78701,Theft,1165
2017,78702,Aggravated Assault,615
2017,78702,Arson,21
2017,78702,Burglary,601
2017,78702,Motor Vehicle Theft,123
2017,78702,Murder,1
2017,78702,Other,3092
2017,78702,Robbery,67
2017,78702,Sexual Assault,59
2017,78702,Theft,679
2017,78703,Aggravated Assault,77
2017,78703,Burglary,264
2017,78703,Motor Vehicle Theft,28
2017,78703,Other,905
2017,78703,Robbery,5
2017,78703,Sexual Assault,17
2017,78703,Theft,293
2017,78704,Aggravated Assault,596
2017,78704,Arson,5
2017,78704,Burglary,879
2017,78704,Motor Vehicle Theft,150
2017,78704,Murder,1
2017,78704,Other,3988
2017,78704,Robbery,47
2017,78704,Sexual Assault,84
2017,78704,Theft,1310
2017,78705,Aggravated Assault,237
2017,78705,Arson,3
2017,78705,Burglary,235
2017,78705,Motor Vehicle Theft,79
2017,78705,Other,1190
2017,78705,Robbery,7
2017,78705,Sexual Assault,52
2017,78705,Theft,504
2017,78712,Aggravated Assault,3
2017,78712,Burglary,1
2017,78712,Other,5
2017,78712,Theft,4
2017,78717,Aggravated Assault,94
2017,78717,Burglary,124
2017,78717,Motor Vehicle Theft,7
2017,78717,Other,506
2017,78717,Robbery,4
2017,78717,Sexual Assault,6
2017,78717,Theft,169
2017,78719,Aggravated Assault,29
2017,78719,Burglary,7
2017,78719,Motor Vehicle Theft,12
2017,78719,Other,723
2017,78719,Robbery,2
2017,78719,Sexual Assault,1
2017,78719,Theft,132
2017,78721,Aggravated Assault,264
2017,78721,Arson,5
2017,78721,Burglary,161
2017,78721,Motor Vehicle Theft,27
2017,78721,Other,1258
2017,78721,Robbery,14
2017,78721,Sexual Assault,21
2017,78721,Theft,183
2017,78722,Aggravated Assault,83
2017,78722,Arson,1
2017,78722,Burglary,100
2017,78722,Motor Vehicle Theft,22
2017,78722,Other,497
2017,78722,Robbery,16
2017,78722,Sexual Assault,10
2017,78722,Theft,98
2017,78723,Aggravated Assault,738
2017,78723,Arson,6
2017,78723,Burglary,690
2017,78723,Motor Vehicle Theft,77
2017,78723,Murder,2
2017,78723,Other,3246
2017,78723,Robbery,81
2017,78723,Sexual Assault,60
2017,78723,Theft,862
2017,78724,Aggravated Assault,317
2017,78724,Arson,1
2017,78724,Burglary,149
2017,78724,Motor Vehicle Theft,25
2017,78724,Murder,1
2017,78724,Other,1169
2017,78724,Robbery,14
2017,78724,Sexual Assault,30
2017,78724,Theft,167
2017,78725,Aggravated Assault,34
2017,78725,Burglary,13
2017,78725,Motor Vehicle Theft,7
2017,78725,Other,124
2017,78725,Sexual Assault,2
2017,78725,Theft,22
2017,78726,Aggravated Assault,76
2017,78726,Burglary,84
2017,78726,Motor Vehicle Theft,12
2017,78726,Other,382
2017,78726,Robbery,1
2017,78726,Sexual Assault,10
2017,78726,Theft,97
2017,78727,Aggravated Assault,151
2017,78727,Burglary,384
2017,78727,Motor Vehicle Theft,32
2017,78727,Other,996
2017,78727,Robbery,3
2017,78727,Sexual Assault,16
2017,78727,Theft,211
2017,78728,Aggravated Assault,6
2017,78728,Burglary,4
2017,78728,Other,54
2017,78728,Sexual Assault,1
2017,78728,Theft,8
2017,78729,Aggravated Assault,162
2017,78729,Arson,1
2017,78729,Burglary,236
2017,78729,Manslaughter,1
2017,78729,Motor Vehicle Theft,25
2017,78729,Other,1086
2017,78729,Robbery,13
2017,78729,Sexual Assault,22
2017,78729,Theft,249
2017,78730,Aggravated Assault,18
2017,78730,Burglary,19
2017,78730,Motor Vehicle Theft,4
2017,78730,Other,97
2017,78730,Robbery,1
2017,78730,Sexual Assault,1
2017,78730,Theft,21
2017,78731,Aggravated Assault,97
2017,78731,Burglary,263
2017,78731,Motor Vehicle Theft,13
2017,78731,Other,626
2017,78731,Robbery,5
2017,78731,Sexual Assault,12
2017,78731,Theft,153
2017,78732,Aggravated Assault,1
2017,78732,Burglary,1
2017,78732,Other,4
2017,78732,Sexual Assault,1
2017,78732,Theft,4
2017,78733,Aggravated Assault,1
2017,78733,Burglary,1
2017,78733,Other,6
2017,78733,Theft,1
2017,78734,Aggravated Assault,1
2017,78734,Burglary,1
2017,78734,Theft,2
2017,78735,Aggravated Assault,78
2017,78735,Arson,1
2017,78735,Burglary,170
2017,78735,Motor Vehicle Theft,14
2017,78735,Other,428
2017,78735,Robbery,1
2017,78735,Sexual Assault,6
2017,78735,Theft,110
2017,78736,Aggravated Assault,32
2017,78736,Burglary,49
2017,78736,Motor Vehicle Theft,4
2017,78736,Other,127
2017,78736,Sexual Assault,1
2017,78736,Theft,43
2017,78737,Other,4
2017,78737,Theft,2
2017,78738,Other,3
2017,78739,Aggravated Assault,26
2017,78739,Burglary,57
2017,78739,Motor Vehicle Theft,5
2017,78739,Other,178
2017,78739,Robbery,1
2017,78739,Sexual Assault,5
2017,78739,Theft,33
2017,78741,Aggravated Assault,1168
2017,78741,Arson,5
2017,78741,Burglary,1118
2017,78741,Manslaughter,1
2017,78741,Motor Vehicle Theft,177
2017,78741,Murder,3
2017,78741,Other,5117
2017,78741,Robbery,135
2017,78741,Sexual Assault,124
2017,78741,Theft,1122
2017,78742,Aggravated Assault,19
2017,78742,Burglary,26
2017,78742,Motor Vehicle Theft,4
2017,78742,Other,103
2017,78742,Robbery,1
2017,78742,Sexual Assault,1
2017,78742,Theft,15
2017,78744,Aggravated Assault,748
2017,78744,Arson,2
2017,78744,Burglary,716
2017,78744,Motor Vehicle Theft,141
2017,78744,Murder,1
2017,78744,Other,3946
2017,78744,Robbery,43
2017,78744,Sexual Assault,68
2017,78744,Theft,655
2017,78745,Aggravated Assault,829
2017,78745,Arson,6
2017,78745,Burglary,849
2017,78745,Motor Vehicle Theft,115
2017,78745,Murder,2
2017,78745,Negligent Homicide,1
2017,78745,Other,4145
2017,78745,Robbery,47
2017,78745,Sexual Assault,66
2017,78745,Theft,904
2017,78746,Aggravated Assault,58
2017,78746,Burglary,323
2017,78746,Motor Vehicle Theft,43
2017,78746,Other,549
2017,78746,Robbery,12
2017,78746,Sexual Assault,10
2017,78746,Theft,410
2017,78747,Aggravated Assault,82
2017,78747,Arson,2
2017,78747,Burglary,99
2017,78747,Motor Vehicle Theft,20
2017,78747,Murder,1
2017,78747,Other,474
2017,78747,Robbery,2
2017,78747,Sexual Assault,19
2017,78747,Theft,54
2017,78748,Aggravated Assault,368
2017,78748,Burglary,427
2017,78748,Motor Vehicle Theft,52
2017,78748,Other,2083
2017,78748,Robbery,20
2017,78748,Sexual Assault,51
2017,78748,Theft,551
2017,78749,Aggravated Assault,170
2017,78749,Arson,2
2017,78749,Burglary,274
2017,78749,Motor Vehicle Theft,27
2017,78749,Other,1011
2017,78749,Robbery,7
2017,78749,Sexual Assault,24
2017,78749,Theft,313
2017,78750,Aggravated Assault,110
2017,78750,Arson,4
2017,78750,Burglary,200
2017,78750,Motor Vehicle Theft,21
2017,78750,Other,859
2017,78750,Robbery,6
2017,78750,Sexual Assault,16
2017,78750,Theft,165
2017,78751,Aggravated Assault,918
2017,78751,Burglary,262
2017,78751,Motor Vehicle Theft,42
2017,78751,Murder,1
2017,78751,Other,998
2017,78751,Robbery,19
2017,78751,Sexual Assault,62
2017,78751,Theft,444
2017,78752,Aggravated Assault,474
2017,78752,Arson,1
2017,78752,Burglary,500
2017,78752,Motor Vehicle Theft,74
2017,78752,Murder,4
2017,78752,Other,2286
2017,78752,Robbery,43
2017,78752,Sexual Assault,39
2017,78752,Theft,445
2017,78753,Aggravated Assault,926
2017,78753,Arson,14
2017,78753,Burglary,1027
2017,78753,Motor Vehicle Theft,186
2017,78753,Other,4936
2017,78753,Robbery,106
2017,78753,Sexual Assault,115
2017,78753,Theft,1330
2017,78754,Aggravated Assault,128
2017,78754,Arson,4
2017,78754,Burglary,237
2017,78754,Motor Vehicle Theft,38
2017,78754,Murder,1
2017,78754,Other,727
2017,78754,Robbery,8
2017,78754,Sexual Assault,20
2017,78754,Theft,174
2017,78756,Aggravated Assault,88
2017,78756,Burglary,127
2017,78756,Motor Vehicle Theft,19
2017,78756,Murder,1
2017,78756,Other,423
2017,78756,Robbery,4
2017,78756,Sexual Assault,15
2017,78756,Theft,195
2017,78757,Aggravated Assault,222
2017,78757,Burglary,474
2017,78757,Motor Vehicle Theft,51
2017,78757,Murder,1
2017,78757,Other,1141
2017,78757,Robbery,12
2017,78757,Sexual Assault,21
2017,78757,Theft,409
2017,78758,Aggravated Assault,888
2017,78758,Arson,7
2017,78758,Burglary,959
2017,78758,Motor Vehicle Theft,156
2017,78758,Murder,5
2017,78758,Other,4536
2017,78758,Robbery,106
2017,78758,Sexual Assault,130
2017,78758,Theft,1173
2017,78759,Aggravated Assault,245
2017,78759,Arson,1
2017,78759,Burglary,761
2017,78759,Motor Vehicle Theft,64
2017,78759,Other,1556
2017,78759,Robbery,8
2017,78759,Sexual Assault,29
2017,78759,Theft,529
2018,78610,Other,3
2018,78613,Aggravated Assault,38
2018,78613,Burglary,73
2018,78613,Motor Vehicle Theft,7
2018,78613,Other,182
2018,78613,Robbery,8
2018,78613,Sexual Assault,3
2018,78613,Theft,254
2018,78617,Aggravated Assault,170
2018,78617,Burglary,95
2018,78617,Motor Vehicle Theft,19
2018,78617,Murder,2
2018,78617,Other,519
2018,78617,Robbery,5
2018,78617,Sexual Assault,11
2018,78617,Theft,79
2018,78641,Aggravated Assault,1
2018,78641,Other,2
2018,78652,Aggravated Assault,4
2018,78652,Burglary,1
2018,78652,Other,27
2018,78652,Robbery,1
2018,78652,Theft,3
2018,78653,Aggravated Assault,17
2018,78653,Burglary,21
2018,78653,Motor Vehicle Theft,6
2018,78653,Other,70
2018,78653,Robbery,1
2018,78653,Sexual Assault,2
2018,78653,Theft,24
2018,78660,Aggravated Assault,67
2018,78660,Burglary,121
2018,78660,Motor Vehicle Theft,14
2018,78660,Other,245
2018,78660,Sexual Assault,5
2018,78660,Theft,157
2018,78664,Other,2
2018,78681,Aggravated Assault,3
2018,78681,Other,1
2018,78681,Sexual Assault,1
2018,78701,Aggravated Assault,966
2018,78701,Arson,6
2018,78701,Burglary,461
2018,78701,Motor Vehicle Theft,83
2018,78701,Other,4044
2018,78701,Robbery,77
2018,78701,Sexual Assault,92
2018,78701,Theft,1319
2018,78702,Aggravated Assault,568
2018,78702,Arson,4
2018,78702,Burglary,724
2018,78702,Motor Vehicle Theft,120
2018,78702,Other,2567
2018,78702,Robbery,72
2018,78702,Sexual Assault,49
2018,78702,Theft,690
2018,78703,Aggravated Assault,86
2018,78703,Burglary,293
2018,78703,Motor Vehicle Theft,49
2018,78703,Other,791
2018,78703,Robbery,5
2018,78703,Sexual Assault,12
2018,78703,Theft,330
2018,78704,Aggravated Assault,602
2018,78704,Arson,3
2018,78704,Burglary,1099
2018,78704,Motor Vehicle Theft,198
2018,78704,Murder,1
2018,78704,Other,3318
2018,78704,Robbery,41
2018,78704,Sexual Assault,63
2018,78704,Theft,1147
2018,78705,Aggravated Assault,185
2018,78705,Arson,3
2018,78705,Burglary,290
2018,78705,Manslaughter,1
2018,78705,Motor Vehicle Theft,105
2018,78705,Other,939
2018,78705,Robbery,18
2018,78705,Sexual Assault,48
2018,78705,Theft,522
2018,78712,Other,9
2018,78712,Theft,8
2018,78717,Aggravated Assault,85
2018,78717,Arson,1
2018,78717,Burglary,114
2018,78717,Motor Vehicle Theft,12
2018,78717,Other,455
2018,78717,Robbery,6
2018,78717,Sexual Assault,8
2018,78717,Theft,182
2018,78719,Aggravated Assault,43
2018,78719,Burglary,8
2018,78719,Motor Vehicle Theft,24
2018,78719,Other,442
2018,78719,Sexual Assault,3
2018,78719,Theft,145
2018,78721,Aggravated Assault,279
2018,78721,Arson,1
2018,78721,Burglary,143
2018,78721,Motor Vehicle Theft,40
2018,78721,Other,1045
2018,78721,Robbery,20
2018,78721,Sexual Assault,21
2018,78721,Theft,195
2018,78722,Aggravated Assault,83
2018,78722,Arson,1
2018,78722,Burglary,119
2018,78722,Motor Vehicle Theft,24
2018,78722,Other,441
2018,78722,Robbery,15
2018,78722,Sexual Assault,9
2018,78722,Theft,107
2018,78723,Aggravated Assault,683
2018,78723,Arson,2
2018,78723,Burglary,622
2018,78723,Manslaughter,1
2018,78723,Motor Vehicle Theft,112
2018,78723,Murder,5
2018,78723,Other,3141
2018,78723,Robbery,84
2018,78723,Sexual Assault,51
2018,78723,Theft,939
2018,78724,Aggravated Assault,289
2018,78724,Arson,3
2018,78724,Burglary,192
2018,78724,Motor Vehicle Theft,30
2018,78724,Murder,1
2018,78724,Other,1120
2018,78724,Robbery,14
2018,78724,Sexual Assault,22
2018,78724,Theft,158
2018,78725,Aggravated Assault,27
2018,78725,Burglary,12
2018,78725,Motor Vehicle Theft,3
2018,78725,Other,89
2018,78725,Sexual Assault,4
2018,78725,Theft,20
2018,78726,Aggravated Assault,71
2018,78726,Burglary,60
2018,78726,Motor Vehicle Theft,6
2018,78726,Other,353
2018,78726,Robbery,1
2018,78726,Sexual Assault,5
2018,78726,Theft,114
2018,78727,Aggravated Assault,161
2018,78727,Arson,1
2018,78727,Burglary,335
2018,78727,Manslaughter,1
2018,78727,Motor Vehicle Theft,37
2018,78727,Other,828
2018,78727,Robbery,4
2018,78727,Sexual Assault,11
2018,78727,Theft,218
2018,78728,Aggravated Assault,7
2018,78728,Burglary,2
2018,78728,Motor Vehicle Theft,1
2018,78728,Other,35
2018,78728,Sexual Assault,2
2018,78728,Theft,8
2018,78729,Aggravated Assault,168
2018,78729,Arson,1
2018,78729,Burglary,262
2018,78729,Motor Vehicle Theft,46
2018,78729,Murder,1
2018,78729,Other,971
2018,78729,Robbery,10
2018,78729,Sexual Assault,12
2018,78729,Theft,275
2018,78730,Aggravated Assault,18
2018,78730,Burglary,55
2018,78730,Motor Vehicle Theft,2
2018,78730,Other,109
2018,78730,Robbery,1
2018,78730,Theft,22
2018,78731,Aggravated Assault,85
2018,78731,Burglary,314
2018,78731,Motor Vehicle Theft,35
2018,78731,Murder,1
2018,78731,Other,543
2018,78731,Robbery,7
2018,78731,Sexual Assault,12
2018,78731,Theft,166
2018,78732,Aggravated Assault,2
2018,78732,Other,5
2018,78732,Theft,2
2018,78733,Aggravated Assault,1
2018,78733,Other,4
2018,78733,Sexual Assault,1
2018,78733,Theft,1
2018,78734,Other,1
2018,78734,Theft,1
2018,78735,Aggravated Assault,80
2018,78735,Arson,1
2018,78735,Burglary,159
2018,78735,Motor Vehicle Theft,16
2018,78735,Other,441
2018,78735,Robbery,5
2018,78735,Sexual Assault,11
2018,78735,Theft,91
2018,78736,Aggravated Assault,20
2018,78736,Burglary,34
2018,78736,Motor Vehicle Theft,9
2018,78736,Other,125
2018,78736,Robbery,1
2018,78736,Sexual Assault,2
2018,78736,Theft,38
2018,78737,Aggravated Assault,1
2018,78737,Other,6
2018,78737,Sexual Assault,1
2018,78737,Theft,1
2018,78738,Aggravated Assault,1
2018,78738,Other,2
2018,78739,Aggravated Assault,22
2018,78739,Burglary,72
2018,78739,Motor Vehicle Theft,8
2018,78739,Other,163
2018,78739,Sexual Assault,8
2018,78739,Theft,28
2018,78741,Aggravated Assault,1102
2018,78741,Arson,5
2018,78741,Burglary,1154
2018,78741,Motor Vehicle Theft,212
2018,78741,Murder,2
2018,78741,Other,4374
2018,78741,Robbery,138
2018,78741,Sexual Assault,97
2018,78741,Theft,1038
2018,78742,Aggravated Assault,29
2018,78742,Burglary,20
2018,78742,Motor Vehicle Theft,4
2018,78742,Other,76
2018,78742,Robbery,2
2018,78742,Theft,8
2018,78744,Aggravated Assault,765
2018,78744,Arson,5
2018,78744,Burglary,807
2018,78744,Manslaughter,1
2018,78744,Motor Vehicle Theft,152
2018,78744,Murder,3
2018,78744,Other,3306
2018,78744,Robbery,45
2018,78744,Sexual Assault,72
2018,78744,Theft,557
2018,78745,Aggravated Assault,800
2018,78745,Arson,4
2018,78745,Burglary,967
2018,78745,Manslaughter,1
2018,78745,Motor Vehicle Theft,193
2018,78745,Murder,2
2018,78745,Other,3567
2018,78745,Robbery,36
2018,78745,Sexual Assault,75
2018,78745,Theft,770
2018,78746,Aggravated Assault,59
2018,78746,Arson,1
2018,78746,Burglary,387
2018,78746,Motor Vehicle Theft,46
2018,78746,Other,463
2018,78746,Robbery,7
2018,78746,Sexual Assault,7
2018,78746,Theft,516
2018,78747,Aggravated Assault,75
2018,78747,Burglary,104
2018,78747,Motor Vehicle Theft,20
2018,78747,Other,447
2018,78747,Robbery,1
2018,78747,Sexual Assault,5
2018,78747,Theft,77
2018,78748,Aggravated Assault,416
2018,78748,Arson,4
2018,78748,Burglary,536
2018,78748,Motor Vehicle Theft,68
2018,78748,Other,1850
2018,78748,Robbery,19
2018,78748,Sexual Assault,42
2018,78748,Theft,596
2018,78749,Aggravated Assault,170
2018,78749,Arson,2
2018,78749,Burglary,360
2018,78749,Motor Vehicle Theft,38
2018,78749,Other,909
2018,78749,Robbery,12
2018,78749,Sexual Assault,13
2018,78749,Theft,349
2018,78750,Aggravated Assault,113
2018,78750,Burglary,224
2018,78750,Motor Vehicle Theft,26
2018,78750,Other,716
2018,78750,Robbery,7
2018,78750,Sexual Assault,24
2018,78750,Theft,155
2018,78751,Aggravated Assault,756
2018,78751,Arson,1
2018,78751,Burglary,275
2018,78751,Motor Vehicle Theft,48
2018,78751,Other,890
2018,78751,Robbery,16
2018,78751,Sexual Assault,42
2018,78751,Theft,465
2018,78752,Aggravated Assault,418
2018,78752,Arson,1
2018,78752,Burglary,413
2018,78752,Motor Vehicle Theft,71
2018,78752,Other,2170
2018,78752,Robbery,58
2018,78752,Sexual Assault,36
2018,78752,Theft,406
2018,78753,Aggravated Assault,932
2018,78753,Arson,7
2018,78753,Burglary,1039
2018,78753,Motor Vehicle Theft,181
2018,78753,Murder,5
2018,78753,Other,4070
2018,78753,Robbery,107
2018,78753,Sexual Assault,81
2018,78753,Theft,1350
2018,78754,Aggravated Assault,161
2018,78754,Burglary,182
2018,78754,Motor Vehicle Theft,20
2018,78754,Other,665
2018,78754,Robbery,9
2018,78754,Sexual Assault,18
2018,78754,Theft,175
2018,78756,Aggravated Assault,62
2018,78756,Burglary,126
2018,78756,Motor Vehicle Theft,20
2018,78756,Other,345
2018,78756,Robbery,6
2018,78756,Sexual Assault,4
2018,78756,Theft,148
2018,78757,Aggravated Assault,195
2018,78757,Arson,1
2018,78757,Burglary,534
2018,78757,Manslaughter,1
2018,78757,Motor Vehicle Theft,68
2018,78757,Other,1161
2018,78757,Robbery,15
2018,78757,Sexual Assault,28
2018,78757,Theft,459
2018,78758,Aggravated Assault,871
2018,78758,Arson,4
2018,78758,Burglary,1031
2018,78758,Motor Vehicle Theft,181
2018,78758,Murder,4
2018,78758,Other,4044
2018,78758,Robbery,102
2018,78758,Sexual Assault,101
2018,78758,Theft,1171
2018,78759,Aggravated Assault,228
2018,78759,Arson,2
2018,78759,Burglary,882
2018,78759,Motor Vehicle Theft,67
2018,78759,Other,1401
2018,78759,Robbery,15
2018,78759,Sexual Assault,26
2018,78759,Theft,600
